word_overlap,similarity
1.0,0.8317741
1.0,1.0
1.0,0.8545759
1.0,0.8019874
1.0,0.84066
1.0,0.70376927
1.0,0.8173661
1.0,0.8288493
1.0,0.7672188
1.0,0.7428551
1.0,0.7384601
1.0,0.80243635
1.0,0.79945076
1.0,0.74220073
1.0,0.8115102
1.0,0.873452
1.0,0.83881176
1.0,0.7356417
1.0,0.71014374
1.0,0.8537644
1.0,0.8564187
1.0,0.8009275
1.0,0.79794884
1.0,0.7880002
1.0,0.82886815
1.0,0.8123995
1.0,0.7694434
1.0,0.79290086
1.0,0.82240605
1.0,0.8447445
1.0,0.8099155
1.0,0.7984824
1.0,0.75161207
1.0,0.8313118
1.0,0.7936017
1.0,0.7523826
1.0,0.8250362
1.0,0.88140637
1.0,0.7922513
1.0,0.7944608
1.0,0.8438624
1.0,0.8313063
1.0,0.7460131
1.0,0.83237696
1.0,0.8535421
1.0,0.8295641
1.0,0.7602477
1.0,0.76761675
1.0,0.7047599
1.0,0.7936145
1.0,0.83771944
1.0,0.5996071
1.0,0.871148
1.0,0.8444862
1.0,0.7503491
1.0,0.82397705
1.0,0.7816304
1.0,0.6832249
1.0,0.8303491
1.0,0.8701376
1.0,0.8006989
1.0,0.7627771
1.0,0.75228393
1.0,0.7998494
1.0,0.81557703
1.0,0.8172475
1.0,0.76520216
1.0,0.8617899
1.0,0.84430504
1.0,0.8537451
1.0,0.87680066
1.0,0.8180548
1.0,0.8317688
1.0,0.82705206
1.0,0.8105067
1.0,0.7911565
1.0,0.7414661
1.0,0.78300744
1.0,0.79873484
1.0,0.8438113
1.0,0.824078
1.0,0.8339704
1.0,0.7444136
1.0,0.81994313
1.0,0.81125927
1.0,0.77682334
1.0,0.7972671
1.0,0.8371847
1.0,0.7757583
1.0,0.7855575
1.0,0.8158879
1.0,0.8785181
1.0,0.747031
1.0,0.7664146
1.0,0.79509616
1.0,0.62285113
1.0,0.82008415
1.0,0.8516892
1.0,0.8292099
1.0,0.76730883
1.0,0.808239
1.0,0.8553342
1.0,0.8235214
1.0,0.85259306
1.0,0.8337406
1.0,0.8397087
1.0,0.83349144
1.0,0.7337848
1.0,0.83246714
1.0,0.8010206
1.0,0.7967281
1.0,0.78192973
1.0,0.72338426
1.0,0.69583863
1.0,0.85990477
1.0,0.8447824
1.0,0.81122583
1.0,0.7075974
1.0,0.74088675
1.0,0.74447906
1.0,0.8551558
1.0,0.82902694
1.0,0.7821512
1.0,0.84156156
1.0,0.79360646
1.0,0.81284106
1.0,0.85079706
1.0,0.84493786
1.0,0.85043013
1.0,0.79460764
1.0,0.82669353
1.0,0.75783926
1.0,0.8201482
1.0,0.84033334
1.0,0.7195599
1.0,0.74548423
1.0,0.8354694
1.0,0.81603295
1.0,0.84753346
1.0,0.7464852
1.0,0.84852654
1.0,0.84541124
1.0,0.8751887
1.0,0.6666593
1.0,0.7620932
1.0,0.76557004
1.0,0.79181445
1.0,0.8077464
1.0,0.8126589
1.0,0.76558244
1.0,0.75602204
1.0,0.7609753
1.0,0.81642383
1.0,0.8099699
1.0,0.7898607
1.0,0.8648615
1.0,0.7346569
1.0,0.81977344
1.0,0.8150405
1.0,0.8331563
1.0,0.73433363
1.0,0.8396549
1.0,0.7987977
1.0,0.77481085
1.0,0.80425817
1.0,0.78028196
1.0,0.8321657
1.0,0.83030194
1.0,0.751938
1.0,0.8411159
1.0,0.7068454
1.0,0.81147784
1.0,0.80929565
1.0,0.82332915
1.0,0.81006634
1.0,0.83548665
1.0,0.83090895
1.0,0.7921381
1.0,0.8131805
1.0,0.8420009
1.0,0.8288934
1.0,0.86657536
1.0,0.8066516
1.0,0.80436367
1.0,0.80312777
1.0,0.7771871
1.0,0.79773605
1.0,0.809363
1.0,0.7863189
1.0,0.6321261
1.0,0.8300863
1.0,0.77357996
1.0,0.82821894
1.0,0.809404
1.0,0.8523408
1.0,0.83302045
1.0,0.8365785
1.0,0.8620467
1.0,0.86014307
1.0,0.81041145
1.0,0.84241223
1.0,0.80599445
1.0,0.85183924
1.0,0.8463446
1.0,0.7934908
1.0,0.80629534
1.0,0.79175544
1.0,0.7007953
1.0,0.7922203
1.0,0.7650908
1.0,0.8440629
1.0,0.796397
1.0,0.83307004
1.0,0.8440549
1.0,0.77698016
1.0,0.8667896
1.0,0.81324923
1.0,0.8361218
1.0,0.8282287
1.0,1.0000001
1.0,1.0000002
1.0,1.0
1.0,1.0000004
1.0,1.0000002
1.0,0.75825495
1.0,1.0000006
1.0,0.79679215
1.0,0.84695125
1.0,0.7470131
1.0,0.7824056
1.0,0.75577265
1.0,0.756745
1.0,1.0000001
1.0,0.9999995
1.0,0.9999999
1.0,1.0000002
1.0,1.0000007
1.0,0.9999999
1.0,0.99999964
1.0,1.0
1.0,1.0000002
1.0,0.9999998
1.0,1.0000002
1.0,1.0000001
1.0,0.99999964
1.0,0.9999997
1.0,1.0000004
1.0,1.0000002
1.0,1.0
1.0,0.99999976
1.0,0.7742255
1.0,0.746873
1.0,0.9999995
1.0,0.99999964
1.0,0.89826566
1.0,0.9999999
1.0,0.8999188
1.0,0.93628675
1.0,0.8775859
1.0,0.95195735
1.0,0.9208732
1.0,0.9086056
1.0,0.9009364
1.0,0.8825202
1.0,0.878707
1.0,0.89011294
1.0,0.90868896
1.0,0.8927909
1.0,0.9453032
1.0,0.91839564
1.0,0.923674
1.0,0.9048331
1.0,0.90704024
1.0,0.88895047
1.0,0.9206946
1.0,0.91480446
1.0,0.90116084
1.0,0.852153
1.0,1.0000001
1.0,0.99999964
1.0,1.0000002
1.0,0.85665846
1.0,1.0000002
1.0,0.9548469
1.0,0.89909226
1.0,1.0000002
1.0,1.0000002
1.0,0.9548469
1.0,0.9548469
1.0,0.85665846
1.0,0.8465701
1.0,1.0000002
1.0,1.0000001
1.0,0.99999976
1.0,0.9999999
1.0,0.9999997
1.0,0.9999995
1.0,1.0
1.0,1.0000002
1.0,0.99999946
1.0,1.0
1.0,0.99999964
1.0,1.0000002
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.8977597
1.0,1.0
1.0,1.0
1.0,0.916975
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.8977597
1.0,1.0
1.0,0.9861972
1.0,0.8771522
1.0,0.90672547
1.0,0.916975
1.0,0.9893462
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0000002
1.0,0.99999994
1.0,1.0000002
1.0,1.0000001
1.0,1.0
1.0,1.0
1.0,0.99999994
1.0,0.9999999
1.0,0.9999997
1.0,1.0000004
1.0,0.99999994
1.0,1.0
1.0,1.0000001
1.0,1.0000001
1.0,1.0000002
1.0,0.99999994
1.0,0.99999994
1.0,0.9999997
1.0,0.99999994
1.0,0.90943867
1.0,0.92242926
1.0,0.9999998
1.0,0.8979137
1.0,0.9218488
1.0,0.90265644
1.0,0.94199264
1.0,0.88121474
1.0,0.92398554
1.0,0.930895
1.0,0.9244454
1.0,0.91846085
1.0,0.8905933
1.0,0.89397585
1.0,0.89215416
1.0,0.9317681
1.0,0.9253262
1.0,0.926205
1.0,0.91148484
1.0,0.8894946
1.0,0.9090806
1.0,0.8958753
1.0,0.90555334
1.0,0.9519737
1.0,0.8807931
1.0,0.92660165
1.0,0.8859865
1.0,0.920477
1.0,0.9078243
1.0,0.876408
1.0,0.90378207
1.0,0.9330155
1.0,0.8789587
1.0,0.8786554
1.0,1.0000002
1.0,1.0000005
1.0,1.0000004
1.0,0.99999964
1.0,1.0000001
1.0,1.0000002
1.0,1.0000001
1.0,0.99999994
1.0,0.99999976
1.0,1.0000005
1.0,1.0
1.0,0.99999964
1.0,0.99999964
1.0,1.0000002
1.0,0.9548469
1.0,0.99999994
1.0,0.9548469
1.0,0.99999994
1.0,0.99999994
1.0,0.99999994
1.0,0.9548469
1.0,0.99999994
1.0,0.9548467
1.0,0.99999994
1.0,0.9548469
1.0,0.99999994
1.0,0.99999994
1.0,0.9548469
1.0,0.9548469
1.0,0.9548469
1.0,0.8758413
1.0,0.99999994
1.0,0.9548469
1.0,0.9548469
1.0,0.9548467
1.0,0.99999994
1.0,0.99999994
1.0,0.9548469
1.0,0.9548469
1.0,0.99999994
1.0,0.9548469
1.0,0.99999994
1.0,0.99999994
1.0,0.9548469
1.0,0.99999994
1.0,1.0
1.0,0.99999994
1.0,0.9548469
1.0,0.99999994
1.0,0.9548469
1.0,1.0
1.0,0.9548469
1.0,0.99999994
1.0,0.99999994
1.0,0.9548469
1.0,0.9548469
1.0,0.99999994
1.0,1.0
1.0,0.99999994
1.0,0.9548469
1.0,1.0
1.0,0.9548469
1.0,0.99999994
1.0,0.99999994
1.0,0.9548469
1.0,0.9548469
1.0,0.99999994
1.0,0.9548469
1.0,0.9548469
1.0,0.9548469
1.0,0.99999994
1.0,0.9548469
1.0,0.9548469
1.0,0.9548467
1.0,0.99999994
1.0,1.0
1.0,0.99999994
1.0,0.99999994
1.0,0.9548469
1.0,0.99999994
1.0,1.0
1.0,0.9548467
1.0,0.9548469
1.0,0.99999994
1.0,0.9548467
1.0,0.99999994
1.0,0.9999998
1.0,1.0000001
1.0,0.9999999
1.0,0.9999999
1.0,1.0
1.0,1.0000004
1.0,1.0000001
1.0,0.99999946
1.0,0.99999994
1.0,1.0000002
1.0,0.9999999
1.0,0.8265127
1.0,0.9867145
1.0,0.82557666
1.0,0.82557666
1.0,0.9999997
1.0,1.0000002
1.0,1.0000001
1.0,0.78219616
1.0,1.0
1.0,1.0
1.0,0.99999976
1.0,1.0000002
1.0,1.0000002
1.0,1.0000002
1.0,0.9999999
1.0,1.0000002
1.0,1.0000001
1.0,1.0
1.0,0.99999976
1.0,1.0000001
1.0,1.0
1.0,0.908361
1.0,0.9211161
1.0,0.9078759
1.0,0.9075494
1.0,1.0
1.0,0.73501205
1.0,1.0000001
1.0,0.8147274
1.0,0.9999996
1.0,0.9999998
1.0,1.0000002
1.0,0.9999996
1.0,1.0000001
1.0,1.0000002
1.0,0.99999994
1.0,0.9999998
1.0,0.9999999
1.0,1.0
1.0,0.9999999
1.0,0.9548469
1.0,0.99999994
1.0,0.9548469
1.0,0.99999994
1.0,0.99999994
1.0,0.99999994
1.0,0.9548469
1.0,0.99999994
1.0,0.9548469
1.0,0.99999994
1.0,0.9548469
1.0,0.99999994
1.0,0.99999994
1.0,0.9548469
1.0,0.9548469
1.0,0.9548469
1.0,0.8758413
1.0,0.99999994
1.0,0.9548469
1.0,0.9548469
1.0,0.9548467
1.0,0.99999994
1.0,0.99999994
1.0,0.9548469
1.0,0.9548469
1.0,0.99999994
1.0,0.9548469
1.0,0.99999994
1.0,0.99999994
1.0,0.9548469
1.0,0.99999994
1.0,1.0
1.0,0.99999994
1.0,0.9548469
1.0,0.99999994
1.0,0.9548469
1.0,1.0
1.0,0.9548469
1.0,0.99999994
1.0,0.99999994
1.0,0.9548469
1.0,0.9548469
1.0,0.99999994
1.0,1.0
1.0,0.99999994
1.0,0.9548469
1.0,1.0
1.0,0.9548469
1.0,0.99999994
1.0,0.99999994
1.0,0.9548469
1.0,0.9548469
1.0,0.99999994
1.0,0.9548469
1.0,0.9548469
1.0,0.9548469
1.0,0.99999994
1.0,0.9548469
1.0,0.9548469
1.0,0.9548467
1.0,0.99999994
1.0,1.0
1.0,0.99999994
1.0,0.99999994
1.0,0.9548469
1.0,0.99999994
1.0,1.0
1.0,0.9548467
1.0,0.9548469
1.0,0.99999994
1.0,0.9548467
1.0,0.99999994
1.0,1.0000002
1.0,1.0000005
1.0,0.99999976
1.0,1.0000001
1.0,0.83385473
1.0,0.9999999
1.0,0.78867704
1.0,0.8595703
1.0,0.8766436
1.0,0.877197
1.0,0.8737055
1.0,0.8427459
1.0,0.86743647
1.0,0.8282971
1.0,0.8897558
1.0,0.88519645
1.0,0.7987515
1.0,0.8066294
1.0,0.85785306
1.0,0.8410256
1.0,0.84789324
1.0,0.84480053
1.0,0.89843553
1.0,0.83448136
1.0,0.88809454
1.0,0.86076605
1.0,0.8780591
1.0,0.89730227
1.0,0.88707703
1.0,0.84515285
1.0,0.8201764
1.0,0.8638203
1.0,0.83102673
1.0,0.8674221
1.0,0.8437365
1.0,0.84603
1.0,1.0000005
1.0,1.0000001
1.0,0.9999999
1.0,0.9999998
1.0,0.99999994
1.0,0.99999994
1.0,0.99999994
1.0,1.0000001
1.0,0.9999995
1.0,0.99999964
1.0,0.9999999
1.0,1.0000001
1.0,1.0000002
1.0,0.85762846
1.0,0.8016985
1.0,0.81201786
1.0,0.8287532
1.0,0.8331703
1.0,0.8248604
1.0,0.85412526
1.0,0.99999964
1.0,0.81413907
1.0,1.0
1.0,1.0000005
1.0,1.0000002
1.0,0.9999999
1.0,0.84352326
1.0,0.9999996
1.0,0.99999976
1.0,1.0000002
1.0,1.0000002
1.0,0.74386156
1.0,0.7943435
1.0,0.99999964
1.0,0.86658376
1.0,0.77877045
1.0,0.8146168
1.0,0.81886804
1.0,0.82897526
1.0,0.83174324
1.0,0.85274816
1.0,0.7684449
1.0,0.8734121
1.0,0.9999999
1.0,0.9999999
1.0,0.9999999
1.0,0.99999994
1.0,0.99999946
1.0,1.0
1.0,0.9999998
1.0,0.99999964
1.0,0.9999994
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0000002
1.0,1.0000001
1.0,1.0
1.0,1.0000002
1.0,0.99999946
1.0,0.9999999
1.0,1.0
1.0,1.0
1.0,0.9999998
1.0,1.0
1.0,0.9999997
1.0,0.91487026
1.0,1.0000001
1.0,0.851497
1.0,0.8973916
1.0,0.91181326
1.0,0.9022402
1.0,0.9660398
1.0,0.92751205
1.0,0.94765085
1.0,0.9131689
1.0,0.87266517
1.0,0.92513233
1.0,0.89212084
1.0,0.83564836
1.0,0.92215216
1.0,0.9660398
1.0,0.8882066
1.0,0.8436123
1.0,0.9484375
1.0,0.88998127
1.0,0.9056103
1.0,0.889725
1.0,0.87286663
1.0,0.8337726
1.0,0.8603464
1.0,0.9158921
1.0,0.9999995
1.0,1.0000001
1.0,1.0000002
1.0,0.99999976
1.0,0.99999994
1.0,0.99999964
1.0,1.0
1.0,1.0000004
1.0,0.9999999
1.0,1.0
1.0,0.779384
1.0,0.83554935
1.0,0.82978153
1.0,0.79881144
1.0,0.83498317
1.0,0.8337811
1.0,0.7676977
1.0,0.8434849
1.0,1.0000001
1.0,0.818454
1.0,0.81402206
1.0,0.80129874
1.0,0.80241346
1.0,0.76279444
1.0,0.82540107
1.0,0.8137583
1.0,0.77097774
1.0,0.9048903
1.0,0.81443727
1.0,0.83130836
1.0,0.8646099
1.0,0.821814
1.0,0.8019975
1.0,0.8098061
1.0,0.80418354
1.0,0.8124727
1.0,0.8549115
1.0,0.8377799
1.0,0.8180281
1.0,0.80333006
1.0,0.7931553
1.0,0.73818684
1.0,0.77926135
1.0,0.8143233
1.0,0.84122175
1.0,0.8314096
1.0,0.8100301
1.0,0.8612987
1.0,0.8192879
1.0,0.76721334
1.0,0.8050997
1.0,0.81683135
1.0,0.8145429
1.0,0.80698454
1.0,0.7687615
1.0,0.8052369
1.0,0.81728613
1.0,0.7840557
1.0,0.8333992
1.0,0.77770454
1.0,0.81777495
1.0,0.8501455
1.0,0.774951
1.0,0.8721794
1.0,0.7721818
1.0,0.8434331
1.0,0.8309959
1.0,0.7611309
1.0,0.79149675
1.0,0.8072728
1.0,0.7957563
1.0,0.8376807
1.0,0.80980515
1.0,0.8533206
1.0,0.8136485
1.0,0.8119794
1.0,0.79205686
1.0,0.82502663
1.0,0.7837863
1.0,0.8191834
1.0,0.802807
1.0,0.8415629
1.0,0.77041185
1.0,0.83204776
1.0,0.83776546
1.0,0.81749237
1.0,0.78645563
1.0,0.76912725
1.0,0.8786878
1.0,0.8268048
1.0,0.79878974
1.0,0.7981828
1.0,0.86557734
1.0,0.7446606
1.0,0.8138133
1.0,0.8639681
1.0,0.78507507
1.0,0.8128258
1.0,0.83348644
1.0,0.77303886
1.0,0.78881407
1.0,0.8192445
1.0,0.80364347
1.0,0.76942843
1.0,0.83797836
1.0,0.832825
1.0,0.8344761
1.0,0.810604
1.0,0.7175134
1.0,0.8140886
1.0,0.8224904
1.0,0.8217653
1.0,0.8265765
1.0,0.80835474
1.0,0.8383704
1.0,0.796134
1.0,0.80278975
1.0,0.82037574
1.0,0.7374603
1.0,0.86258173
1.0,0.8274409
1.0,0.79621345
1.0,0.8185204
1.0,0.74111575
1.0,0.77719223
1.0,0.81534946
1.0,0.79949796
1.0,0.80384994
1.0,0.80479753
1.0,0.85864526
1.0,0.8363614
1.0,0.8267568
1.0,0.87903786
1.0,0.8271583
1.0,0.8394938
1.0,0.81122434
1.0,0.7121925
1.0,0.7289041
1.0,0.7738433
1.0,0.74913037
1.0,0.7987696
1.0,0.8633767
1.0,0.7239752
1.0,0.7966277
1.0,0.76487637
1.0,0.7995759
1.0,0.77308047
1.0,0.83084065
1.0,0.7466581
1.0,0.8452536
1.0,0.81496215
1.0,0.83301115
1.0,0.8368374
1.0,0.8044258
1.0,0.78647774
1.0,0.78432137
1.0,0.8173673
1.0,0.8406137
1.0,0.7950366
1.0,0.83127713
1.0,0.80501217
1.0,0.8215617
1.0,0.77844787
1.0,0.8073659
1.0,0.77429223
1.0,0.8538145
1.0,0.78623265
1.0,0.7810031
1.0,0.8679488
1.0,0.84785104
1.0,0.83431137
1.0,0.86733615
1.0,0.8571696
1.0,0.77912414
1.0,0.8024423
1.0,0.78447527
1.0,0.75735307
1.0,0.63604164
1.0,0.8087746
1.0,0.9999998
1.0,0.99999964
1.0,1.0000001
1.0,0.9999993
1.0,0.99999976
1.0,1.0
1.0,1.0
1.0,1.0000001
1.0,1.0000001
1.0,1.0000002
1.0,1.0
1.0,1.0000004
1.0,0.76253533
1.0,0.8251396
1.0,0.9999999
1.0,1.0000002
1.0,0.9999998
1.0,0.9999999
1.0,1.0
1.0,1.0000001
1.0,0.99999994
1.0,0.69958603
1.0,0.7941212
1.0,0.7980186
1.0,0.99999976
1.0,1.0
1.0,0.99999994
1.0,1.0000004
1.0,0.88152874
1.0,0.8277115
1.0,0.8501357
1.0,0.85433364
1.0,0.871132
1.0,0.680138
1.0,0.9999999
1.0,0.9999999
1.0,1.0
1.0,0.79894257
1.0,0.8150234
1.0,0.70886093
1.0,0.7826405
1.0,1.0000002
1.0,0.88480276
1.0,0.8830737
1.0,0.8509762
1.0,1.0000002
1.0,0.8960226
1.0,0.8938273
1.0,0.99999964
1.0,1.0
1.0,1.0000001
1.0,0.9999998
1.0,1.0000002
1.0,1.0000001
1.0,0.9999996
1.0,1.0
1.0,0.9999995
1.0,0.99999994
1.0,0.9999999
1.0,0.9999996
1.0,0.99999964
1.0,1.0
1.0,1.0000002
1.0,0.8941461
1.0,0.9999999
1.0,1.0000001
1.0,1.0
1.0,1.0
1.0,0.9999996
1.0,1.0000001
1.0,0.9999999
1.0,1.0000001
1.0,0.9999998
1.0,0.99999994
1.0,1.0
1.0,0.9999997
1.0,0.9999998
1.0,0.99999994
1.0,0.99999976
1.0,1.0
1.0,0.99999976
1.0,0.99999976
1.0,1.0000002
1.0,0.99999994
1.0,1.0
1.0,1.0
1.0,1.0000002
1.0,0.9999996
1.0,0.99999976
1.0,1.0
1.0,0.99999934
1.0,1.0000002
1.0,1.0000002
1.0,0.9548469
1.0,0.9548469
1.0,0.89909226
1.0,0.9548469
1.0,1.0000002
1.0,0.9548469
1.0,0.9548469
1.0,1.0000002
1.0,1.0000002
1.0,1.0000002
1.0,0.9548469
1.0,0.9548467
1.0,0.9548467
1.0,1.0000002
1.0,0.9548469
1.0,1.0000002
1.0,0.9548469
1.0,1.0000002
1.0,1.0000002
1.0,0.9548469
1.0,1.0000002
1.0,1.0000006
1.0,0.9999995
1.0,0.9999999
1.0,1.0000002
1.0,0.9999999
1.0,1.0000002
1.0,0.99999994
1.0,1.0000002
1.0,0.9999999
1.0,0.78818023
1.0,0.76535344
1.0,0.76023865
1.0,1.0000002
1.0,0.7579485
1.0,0.74966276
1.0,0.75957024
1.0,0.84454256
1.0,0.7562495
1.0,0.80063784
1.0,0.7473433
1.0,0.7929382
1.0,0.7936665
1.0,0.73049855
1.0,0.76182485
